,Book-Title,Book-Author,Image-URL-M,num_rating_x,avg_rating_x
421,White Teeth: A Novel,Zadie Smith,https://images.amazon.com/images/P/0375703861.01.MZZZZZZZ.jpg,164,2.8597560975609757
422,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,https://images.amazon.com/images/P/0425152251.01.MZZZZZZZ.jpg,230,3.4521739130434783
423,Silence of the Lambs,Thomas Harris,https://images.amazon.com/images/P/0312924585.01.MZZZZZZZ.jpg,256,3.9609375
424,The Hot Zone,Richard Preston,https://images.amazon.com/images/P/0385479565.01.MZZZZZZZ.jpg,260,2.973076923076923
425,The Rapture of Canaan,Sheri Reynolds,https://images.amazon.com/images/P/0425162443.01.MZZZZZZZ.jpg,25,3.28
426,Heaven and Earth,Nora Roberts,https://images.amazon.com/images/P/0515132020.01.MZZZZZZZ.jpg,210,2.8666666666666667
427,Dance upon the Air,Nora Roberts,https://images.amazon.com/images/P/0515131229.01.MZZZZZZZ.jpg,258,3.2713178294573644
428,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,https://images.amazon.com/images/P/038079487X.01.MZZZZZZZ.jpg,212,3.4858490566037736
429,Angela's Ashes : A Memoir,Frank McCourt,https://images.amazon.com/images/P/0684872153.01.MZZZZZZZ.jpg,326,3.3374233128834354
430,Nerd in Shining Armor,Vicki Lewis Thompson,https://images.amazon.com/images/P/0440241162.01.MZZZZZZZ.jpg,96,2.5625
431,Range of Motion,Elizabeth Berg,https://images.amazon.com/images/P/0515119784.01.MZZZZZZZ.jpg,117,2.717948717948718
432,The Reptile Room,Lemony Snicket,https://images.amazon.com/images/P/0064407675.01.MZZZZZZZ.jpg,118,3.7796610169491527
433,Coraline,Neil Gaiman,https://images.amazon.com/images/P/0380977788.01.MZZZZZZZ.jpg,183,4.327868852459017
434,Guilty Pleasures,Laurell K. Hamilton,https://images.amazon.com/images/P/0441304834.01.MZZZZZZZ.jpg,2,7.5
435,Long After Midnight,IRIS JOHANSEN,https://images.amazon.com/images/P/0553571818.01.MZZZZZZZ.jpg,112,2.1607142857142856
436,Disclosure,Michael Crichton,https://images.amazon.com/images/P/0345391055.01.MZZZZZZZ.jpg,318,2.3459119496855347
437,The Idiot Girls' Action Adventure Club,Laurie Notaro,https://images.amazon.com/images/P/0375760911.01.MZZZZZZZ.jpg,113,3.353982300884956
438,How Stella Got Her Groove Back,Terry McMillan,https://images.amazon.com/images/P/0451197410.01.MZZZZZZZ.jpg,1,7.0
439,The Pilot's Wife : A Novel,Anita Shreve,https://images.amazon.com/images/P/0316601950.01.MZZZZZZZ.jpg,568,3.5933098591549295
440,About a Boy,Nick Hornby,https://images.amazon.com/images/P/1573227331.01.MZZZZZZZ.jpg,106,4.179245283018868
441,A Patchwork Planet,ANNE TYLER,https://images.amazon.com/images/P/080411918X.01.MZZZZZZZ.jpg,66,3.257575757575758
442,Dangerous,Amanda Quick,https://images.amazon.com/images/P/0553293176.01.MZZZZZZZ.jpg,90,2.3
443,Outlander,DIANA GABALDON,https://images.amazon.com/images/P/0440222915.01.MZZZZZZZ.jpg,283,4.173144876325089
444,Blessings,ANNA QUINDLEN,https://images.amazon.com/images/P/0375502238.01.MZZZZZZZ.jpg,201,2.7213930348258706
445,Shell Seekers,Rosamunde Pilcher,https://images.amazon.com/images/P/0440202043.01.MZZZZZZZ.jpg,135,2.3333333333333335
446,A Case of Need,Michael Crichton,https://images.amazon.com/images/P/0451183665.01.MZZZZZZZ.jpg,236,2.4237288135593222
447,Death du Jour,Kathy Reichs,https://images.amazon.com/images/P/0684841185.01.MZZZZZZZ.jpg,149,3.261744966442953
448,Pop Goes the Weasel,James Patterson,https://images.amazon.com/images/P/0316693286.01.MZZZZZZZ.jpg,1,10.0
449,Last Chance Saloon,Marian Keyes,https://images.amazon.com/images/P/0060086246.01.MZZZZZZZ.jpg,157,2.7070063694267517
450,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,https://images.amazon.com/images/P/038550926X.01.MZZZZZZZ.jpg,204,2.9558823529411766
451,On the Street Where You Live,Mary Higgins Clark,https://images.amazon.com/images/P/0671004530.01.MZZZZZZZ.jpg,201,3.383084577114428
452,Winter Solstice,Rosamunde Pilcher,https://images.amazon.com/images/P/0312244266.01.MZZZZZZZ.jpg,194,2.8350515463917527
453,We Were the Mulvaneys,Joyce Carol Oates,https://images.amazon.com/images/P/0452282829.01.MZZZZZZZ.jpg,342,2.8684210526315788
454,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,https://images.amazon.com/images/P/0385722206.01.MZZZZZZZ.jpg,284,3.676056338028169
455,Year of Wonders,Geraldine Brooks,https://images.amazon.com/images/P/0142001430.01.MZZZZZZZ.jpg,169,4.331360946745562
456,The Search,Iris Johansen,https://images.amazon.com/images/P/0553800914.01.MZZZZZZZ.jpg,158,2.721518987341772
457,All I Really Need to Know,ROBERT FULGHUM,https://images.amazon.com/images/P/080410526X.01.MZZZZZZZ.jpg,258,2.87984496124031
458,Tara Road,Maeve Binchy,https://images.amazon.com/images/P/0440235596.01.MZZZZZZZ.jpg,304,3.036184210526316
459,Chocolat,Joanne Harris,https://images.amazon.com/images/P/0552998486.01.MZZZZZZZ.jpg,344,3.4127906976744184
460,Harry Potter and the Goblet of Fire,J. K. Rowling,https://images.amazon.com/images/P/0439139597.01.MZZZZZZZ.jpg,1,10.0
461,P Is for Peril,Sue Grafton,https://images.amazon.com/images/P/0449003795.01.MZZZZZZZ.jpg,119,3.176470588235294
462,Beach House,Mary Alice Monroe,https://images.amazon.com/images/P/1551668998.01.MZZZZZZZ.jpg,126,2.746031746031746
463,The Celestine Prophecy,James Redfield,https://images.amazon.com/images/P/044651862X.01.MZZZZZZZ.jpg,77,3.5454545454545454
464,Harry Potter and the Order of the Phoenix,J. K. Rowling,https://images.amazon.com/images/P/043935806X.01.MZZZZZZZ.jpg,2,10.0
465,Hideaway,Dean R. Koontz,https://images.amazon.com/images/P/042513525X.01.MZZZZZZZ.jpg,167,2.3832335329341316
466,The Tommyknockers,Stephen King,https://images.amazon.com/images/P/0451156609.01.MZZZZZZZ.jpg,221,3.1312217194570136
467,Tears of the Giraffe,Alexander McCall Smith,https://images.amazon.com/images/P/1400031354.01.MZZZZZZZ.jpg,202,3.9752475247524752
468,A Walk to Remember,Nicholas Sparks,https://images.amazon.com/images/P/0446608955.01.MZZZZZZZ.jpg,1,6.0
469,Journey,James A. Michener,https://images.amazon.com/images/P/0449218473.01.MZZZZZZZ.jpg,2,4.0
470,Holes,LOUIS SACHAR,https://images.amazon.com/images/P/0440414806.01.MZZZZZZZ.jpg,1,7.0
471,The Summons,John Grisham,https://images.amazon.com/images/P/0440241073.01.MZZZZZZZ.jpg,4,6.0
472,The Winner,David Baldacci,https://images.amazon.com/images/P/0446606324.01.MZZZZZZZ.jpg,184,2.885869565217391
473,The Virgin Suicides,Jeffrey Eugenides,https://images.amazon.com/images/P/0446670251.01.MZZZZZZZ.jpg,201,3.736318407960199
474,From Potter's Field,Patricia Daniels Cornwell,https://images.amazon.com/images/P/0425154092.01.MZZZZZZZ.jpg,231,3.3073593073593073
475,The Summerhouse,Jude Deveraux,https://images.amazon.com/images/P/0671014196.01.MZZZZZZZ.jpg,219,2.6986301369863015
476,Cold Mountain,Charles Frazier,https://images.amazon.com/images/P/0871136791.01.MZZZZZZZ.jpg,48,3.5
477,Scarlet Feather,Maeve Binchy,https://images.amazon.com/images/P/0525945938.01.MZZZZZZZ.jpg,256,2.6328125
478,The Blind Assassin,Margaret Atwood,https://images.amazon.com/images/P/0385475721.01.MZZZZZZZ.jpg,255,3.007843137254902
479,Birthright,Nora Roberts,https://images.amazon.com/images/P/0515137111.01.MZZZZZZZ.jpg,128,3.3046875
480,D Is for Deadbeat,Sue Grafton,https://images.amazon.com/images/P/0553271636.01.MZZZZZZZ.jpg,176,2.6363636363636362
481,Midnight in the Garden of Good and Evil,John Berendt,https://images.amazon.com/images/P/0679751521.01.MZZZZZZZ.jpg,159,3.0440251572327046
482,Three To Get Deadly : A Stephanie Plum Novel,Janet Evanovich,https://images.amazon.com/images/P/0312966091.01.MZZZZZZZ.jpg,224,3.4598214285714284
483,Two for the Dough,Janet Evanovich,https://images.amazon.com/images/P/0671001795.01.MZZZZZZZ.jpg,27,3.7037037037037037
484,Turtle Moon,Alice Hoffman,https://images.amazon.com/images/P/0425161285.01.MZZZZZZZ.jpg,142,2.0774647887323945
485,Where the Red Fern Grows,Wilson Rawls,https://images.amazon.com/images/P/0553274295.01.MZZZZZZZ.jpg,133,4.2180451127819545
486,A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,https://images.amazon.com/images/P/0525945210.01.MZZZZZZZ.jpg,128,3.7109375
487,Saint Maybe,ANNE TYLER,https://images.amazon.com/images/P/0804108749.01.MZZZZZZZ.jpg,147,2.54421768707483
488,Rules of Prey,John Sandford,https://images.amazon.com/images/P/0425121631.01.MZZZZZZZ.jpg,101,2.594059405940594
489,Envy,Sandra Brown,https://images.amazon.com/images/P/0446611808.01.MZZZZZZZ.jpg,190,2.8157894736842106
490,Betrayal in Death,Nora Roberts,https://images.amazon.com/images/P/0425178579.01.MZZZZZZZ.jpg,89,2.438202247191011
491,The Gunslinger,Stephen King,https://images.amazon.com/images/P/0451210840.01.MZZZZZZZ.jpg,214,3.7196261682242993
492,The Dark Half,Stephen King,https://images.amazon.com/images/P/0451167317.01.MZZZZZZZ.jpg,1,10.0
493,Full House,Janet Evanovich,https://images.amazon.com/images/P/0312983271.01.MZZZZZZZ.jpg,257,3.0428015564202333
494,F Is for Fugitive,Sue Grafton,https://images.amazon.com/images/P/0553284789.01.MZZZZZZZ.jpg,161,2.5527950310559007
495,E Is for Evidence: A Kinsey Millhone Mystery,Sue Grafton,https://images.amazon.com/images/P/0553279556.01.MZZZZZZZ.jpg,3,8.666666666666666
496,The Regulators,Stephen King,https://images.amazon.com/images/P/0451191013.01.MZZZZZZZ.jpg,150,2.8733333333333335
497,Plum Island,Nelson DeMille,https://images.amazon.com/images/P/0446605409.01.MZZZZZZZ.jpg,150,3.026666666666667
498,The Eight,Katherine Neville,https://images.amazon.com/images/P/0345366239.01.MZZZZZZZ.jpg,113,3.088495575221239
499,The Drawing of the Three,Stephen King,https://images.amazon.com/images/P/0451163524.01.MZZZZZZZ.jpg,179,4.134078212290503
500,Wizard and Glass,Stephen King,https://images.amazon.com/images/P/0451194861.01.MZZZZZZZ.jpg,146,3.9794520547945207
501,Beloved,Toni Morrison,https://images.amazon.com/images/P/0452280621.01.MZZZZZZZ.jpg,1,10.0
502,The Empty Chair,Jeffery Deaver,https://images.amazon.com/images/P/0671026011.01.MZZZZZZZ.jpg,128,2.875
503,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,https://images.amazon.com/images/P/0609804138.01.MZZZZZZZ.jpg,213,3.4741784037558685
504,Drowning Ruth,CHRISTINA SCHWARZ,https://images.amazon.com/images/P/0345439104.01.MZZZZZZZ.jpg,187,3.8128342245989306
505,The Last Precinct,Patricia Cornwell,https://images.amazon.com/images/P/0425180638.01.MZZZZZZZ.jpg,337,2.8753709198813056
506,Possession : A Romance,A.S. BYATT,https://images.amazon.com/images/P/0679735909.01.MZZZZZZZ.jpg,141,2.5531914893617023
507,L Is for Lawless,Sue Grafton,https://images.amazon.com/images/P/0449221490.01.MZZZZZZZ.jpg,85,2.776470588235294
508,Violin,Anne Rice,https://images.amazon.com/images/P/0679433023.01.MZZZZZZZ.jpg,143,2.006993006993007
509,Animal Dreams,Barbara Kingsolver,https://images.amazon.com/images/P/0060921145.01.MZZZZZZZ.jpg,167,3.197604790419162
510,Sleepers,Lorenzo Carcaterra,https://images.amazon.com/images/P/0345404114.01.MZZZZZZZ.jpg,129,2.7131782945736433
511,The Angel of Darkness,Caleb Carr,https://images.amazon.com/images/P/0345427637.01.MZZZZZZZ.jpg,200,2.435
512,Jewel,Bret Lott,https://images.amazon.com/images/P/0671042572.01.MZZZZZZZ.jpg,216,2.949074074074074
513,I Is for Innocent,Sue Grafton,https://images.amazon.com/images/P/0449221512.01.MZZZZZZZ.jpg,44,3.022727272727273
514,Evening Class,Maeve Binchy,https://images.amazon.com/images/P/0385318073.01.MZZZZZZZ.jpg,209,3.22488038277512
515,Morality for Beautiful Girls,Alexander McCall Smith,https://images.amazon.com/images/P/1400031362.01.MZZZZZZZ.jpg,128,3.0703125
516,N Is for Noose,Sue Grafton,https://images.amazon.com/images/P/0449223612.01.MZZZZZZZ.jpg,77,2.935064935064935
517,A Wrinkle in Time,Madeleine L'Engle,https://images.amazon.com/images/P/0440998050.01.MZZZZZZZ.jpg,2,5.0
518,The English Patient,Michael Ondaatje,https://images.amazon.com/images/P/0679745203.01.MZZZZZZZ.jpg,223,3.0672645739910314
519,The Fourth Hand,John Irving,https://images.amazon.com/images/P/0345449347.01.MZZZZZZZ.jpg,192,3.015625
520,Shadow Prey,John Sandford,https://images.amazon.com/images/P/039913543X.01.MZZZZZZZ.jpg,83,2.0
521,Dragon Tears,Dean R. Koontz,https://images.amazon.com/images/P/0399137734.01.MZZZZZZZ.jpg,1,5.0
522,Dawn,V.C. Andrews,https://images.amazon.com/images/P/0671670689.01.MZZZZZZZ.jpg,6,6.0
523,Fat Tuesday,Sandra Brown,https://images.amazon.com/images/P/0446605581.01.MZZZZZZZ.jpg,127,1.7559055118110236
524,Couplehood,Paul Reiser,https://images.amazon.com/images/P/0553096834.01.MZZZZZZZ.jpg,204,2.4705882352941178
525,I Know Why the Caged Bird Sings,MAYA ANGELOU,https://images.amazon.com/images/P/0553279378.01.MZZZZZZZ.jpg,1,8.0
526,Still Waters,TAMI HOAG,https://images.amazon.com/images/P/0553292722.01.MZZZZZZZ.jpg,194,2.4278350515463916
527,Hard Eight : A Stephanie Plum Novel,Janet Evanovich,https://images.amazon.com/images/P/0312983867.01.MZZZZZZZ.jpg,269,3.825278810408922
528,Angels,Marian Keyes,https://images.amazon.com/images/P/0060008024.01.MZZZZZZZ.jpg,2,3.5
529,Debt of Honor,Tom Clancy,https://images.amazon.com/images/P/0425147584.01.MZZZZZZZ.jpg,1,8.0
530,Dark Angel,V.C. Andrews,https://images.amazon.com/images/P/0671525433.01.MZZZZZZZ.jpg,23,3.4782608695652173
531,Taltos: Lives of the Mayfair Witches,Anne Rice,https://images.amazon.com/images/P/0345404319.01.MZZZZZZZ.jpg,123,3.5040650406504064
532,One True Thing,Anna Quindlen,https://images.amazon.com/images/P/067940712X.01.MZZZZZZZ.jpg,1,7.0
533,Skeleton Crew,Stephen King,https://images.amazon.com/images/P/0451168615.01.MZZZZZZZ.jpg,178,3.6741573033707864
534,Seize the Night,DEAN KOONTZ,https://images.amazon.com/images/P/0553106651.01.MZZZZZZZ.jpg,172,2.5872093023255816
535,Shattered,Dean R. Koontz,https://images.amazon.com/images/P/0425099334.01.MZZZZZZZ.jpg,8,4.625
536,Q Is for Quarry,Sue Grafton,https://images.amazon.com/images/P/0425192725.01.MZZZZZZZ.jpg,244,3.7540983606557377
537,Girl in Hyacinth Blue,Susan Vreeland,https://images.amazon.com/images/P/1565115430.01.MZZZZZZZ.jpg,1,8.0
538,Full Tilt,Janet Evanovich,https://images.amazon.com/images/P/031298328X.01.MZZZZZZZ.jpg,1,7.0
539,The Glass Lake,Maeve Binchy,https://images.amazon.com/images/P/0440221595.01.MZZZZZZZ.jpg,158,3.1772151898734178
540,The Horse Whisperer,Nicholas Evans,https://images.amazon.com/images/P/0440222656.01.MZZZZZZZ.jpg,507,2.6863905325443787
541,"River, Cross My Heart",Breena Clarke,https://images.amazon.com/images/P/0316899984.01.MZZZZZZZ.jpg,205,2.7121951219512197
542,Catering to Nobody,Diane Mott Davidson,https://images.amazon.com/images/P/044922046X.01.MZZZZZZZ.jpg,120,3.4916666666666667
543,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",Louise Rennison,https://images.amazon.com/images/P/0064472272.01.MZZZZZZZ.jpg,118,4.11864406779661
544,The Edge,Catherine Coulter,https://images.amazon.com/images/P/0515128600.01.MZZZZZZZ.jpg,126,2.0634920634920637
545,Sea Swept,Nora Roberts,https://images.amazon.com/images/P/0515121843.01.MZZZZZZZ.jpg,119,2.588235294117647
546,Seven Up,Janet Evanovich,https://images.amazon.com/images/P/0312265840.01.MZZZZZZZ.jpg,278,3.8884892086330933
547,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,Anita Shreve,https://images.amazon.com/images/P/0316780375.01.MZZZZZZZ.jpg,177,2.536723163841808
548,Cujo,Stephen King,https://images.amazon.com/images/P/0670451932.01.MZZZZZZZ.jpg,1,5.0
549,Hearts in Atlantis,Stephen King,https://images.amazon.com/images/P/0743436210.01.MZZZZZZZ.jpg,170,3.1294117647058823
550,Jacob Have I Loved,Katherine Paterson,https://images.amazon.com/images/P/0380564998.01.MZZZZZZZ.jpg,103,2.0776699029126213
551,Dust to Dust,TAMI HOAG,https://images.amazon.com/images/P/0553582526.01.MZZZZZZZ.jpg,1,7.0
552,Over the Edge,Jonathan Kellerman,https://images.amazon.com/images/P/0451152190.01.MZZZZZZZ.jpg,117,2.452991452991453
553,Standoff,Sandra Brown,https://images.amazon.com/images/P/0446527017.01.MZZZZZZZ.jpg,129,2.4573643410852712
554,"Truly, Madly Manhattan",Nora Roberts,https://images.amazon.com/images/P/0373218036.01.MZZZZZZZ.jpg,130,2.3461538461538463
555,The Deep End of the Ocean,Jacquelyn Mitchard,https://images.amazon.com/images/P/0451186923.01.MZZZZZZZ.jpg,139,2.6402877697841727
556,B Is for Burglar,Sue Grafton,https://images.amazon.com/images/P/0553280341.01.MZZZZZZZ.jpg,247,2.7044534412955468
557,C Is for Corpse,Sue Grafton,https://images.amazon.com/images/P/0553280368.01.MZZZZZZZ.jpg,177,2.531073446327684
558,Gerald's Game,Stephen King,https://images.amazon.com/images/P/0451176464.01.MZZZZZZZ.jpg,163,3.7177914110429446
559,FORREST GUMP,Winston Groom,https://images.amazon.com/images/P/0671894455.01.MZZZZZZZ.jpg,140,2.65
560,Rose Madder,Stephen King,https://images.amazon.com/images/P/0451186362.01.MZZZZZZZ.jpg,200,2.985
561,Tom Clancy's Op-Center,Tom Clancy,https://images.amazon.com/images/P/0425147363.01.MZZZZZZZ.jpg,134,1.4402985074626866
562,Drums of Autumn,DIANA GABALDON,https://images.amazon.com/images/P/044022425X.01.MZZZZZZZ.jpg,101,4.514851485148514
563,Voyager,DIANA GABALDON,https://images.amazon.com/images/P/0440217563.01.MZZZZZZZ.jpg,121,4.024793388429752
564,The Stone Diaries,Carol Shields,https://images.amazon.com/images/P/014023313X.01.MZZZZZZZ.jpg,212,2.4952830188679247
565,Dr. Atkins' New Diet Revolution,Robert C. Atkins,https://images.amazon.com/images/P/006001203X.01.MZZZZZZZ.jpg,118,2.483050847457627
566,Daddy,DANIELLE STEEL,https://images.amazon.com/images/P/0440207622.01.MZZZZZZZ.jpg,131,1.6106870229007633
567,Small Town Girl,LaVyrle Spencer,https://images.amazon.com/images/P/0399142495.01.MZZZZZZZ.jpg,116,2.5948275862068964
568,Killjoy,Julie Garwood,https://images.amazon.com/images/P/0345453816.01.MZZZZZZZ.jpg,1,9.0
569,A Thin Dark Line,TAMI HOAG,https://images.amazon.com/images/P/0553571885.01.MZZZZZZZ.jpg,26,3.076923076923077
570,Matilda,Roald Dahl,https://images.amazon.com/images/P/014034294X.01.MZZZZZZZ.jpg,130,3.6769230769230767
571,The Face of Deception,Iris Johansen,https://images.amazon.com/images/P/0553578022.01.MZZZZZZZ.jpg,125,2.952
572,G Is for Gumshoe,Sue Grafton,https://images.amazon.com/images/P/0449219364.01.MZZZZZZZ.jpg,2,5.0
573,The Other Boleyn Girl,Philippa Gregory,https://images.amazon.com/images/P/0743227441.01.MZZZZZZZ.jpg,159,4.761006289308176
574,The Bonfire of the Vanities,Tom Wolfe,https://images.amazon.com/images/P/0553275976.01.MZZZZZZZ.jpg,197,2.1269035532994924
575,The Bachelor,Carly Phillips,https://images.amazon.com/images/P/0446610542.01.MZZZZZZZ.jpg,122,2.622950819672131
576,The Promise,Mandalyn Kaye,https://images.amazon.com/images/P/0786000872.01.MZZZZZZZ.jpg,3,7.333333333333333
577,Needful Things,Stephen King,https://images.amazon.com/images/P/0451178599.01.MZZZZZZZ.jpg,179,3.340782122905028
578,Four Past Midnight,Stephen King,https://images.amazon.com/images/P/0451170385.01.MZZZZZZZ.jpg,164,3.676829268292683
579,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",John Gray,https://images.amazon.com/images/P/006016848X.01.MZZZZZZZ.jpg,148,2.675675675675676
580,Smart Women,Judy Blume,https://images.amazon.com/images/P/0671727583.01.MZZZZZZZ.jpg,109,2.0458715596330275
581,Hemlock Bay,Catherine Coulter,https://images.amazon.com/images/P/0515133302.01.MZZZZZZZ.jpg,148,2.5878378378378377
582,The Wedding,Nicholas Sparks,https://images.amazon.com/images/P/0446532452.01.MZZZZZZZ.jpg,1,10.0
583,Red Storm Rising,Tom Clancy,https://images.amazon.com/images/P/042510107X.01.MZZZZZZZ.jpg,181,2.287292817679558
584,Tell Me Lies,Jennifer Crusie,https://images.amazon.com/images/P/0312966806.01.MZZZZZZZ.jpg,4,4.75
585,Hide &amp; Seek,James Patterson,https://images.amazon.com/images/P/0446603716.01.MZZZZZZZ.jpg,3,3.3333333333333335
586,Wanderlust,Danielle Steel,https://images.amazon.com/images/P/0440193613.01.MZZZZZZZ.jpg,13,4.846153846153846
587,Whirlwind,Nancy Martin,https://images.amazon.com/images/P/0373825013.01.MZZZZZZZ.jpg,55,2.4727272727272727
588,Carrie,Stephen King,https://images.amazon.com/images/P/0451157443.01.MZZZZZZZ.jpg,140,4.3
589,Schindler's List,Thomas Keneally,https://images.amazon.com/images/P/0671880314.01.MZZZZZZZ.jpg,124,2.5080645161290325
590,The General's Daughter,Nelson DeMille,https://images.amazon.com/images/P/0446513067.01.MZZZZZZZ.jpg,156,2.4871794871794872
591,Drowning Ruth,Christina Schwarz,https://images.amazon.com/images/P/0385502532.01.MZZZZZZZ.jpg,187,3.8128342245989306
592,The Bourne Supremacy,Robert Ludlum,https://images.amazon.com/images/P/0553263226.01.MZZZZZZZ.jpg,130,1.9538461538461538
593,Summer Pleasures,Nora Roberts,https://images.amazon.com/images/P/0373218397.01.MZZZZZZZ.jpg,130,2.546153846153846
594,Homeport,Nora Roberts,https://images.amazon.com/images/P/0399143874.01.MZZZZZZZ.jpg,1,8.0
595,Five Days in Paris,DANIELLE STEEL,https://images.amazon.com/images/P/0440222842.01.MZZZZZZZ.jpg,125,2.304
596,Paradise,Toni Morrison,https://images.amazon.com/images/P/0679433740.01.MZZZZZZZ.jpg,1,8.0
597,A Virtuous Woman,Kaye Gibbons,https://images.amazon.com/images/P/0375703063.01.MZZZZZZZ.jpg,164,2.3841463414634148
598,The Burden of Proof,Scott Turow,https://images.amazon.com/images/P/0446360589.01.MZZZZZZZ.jpg,153,1.7189542483660132
599,Accident,Danielle Steel,https://images.amazon.com/images/P/0385306024.01.MZZZZZZZ.jpg,126,2.5793650793650795
600,Master of the Game,Sidney Sheldon,https://images.amazon.com/images/P/0446802204.01.MZZZZZZZ.jpg,93,1.8709677419354838
601,If Tomorrow Comes,Sidney Sheldon,https://images.amazon.com/images/P/0446329894.01.MZZZZZZZ.jpg,98,1.5816326530612246
602,False Memory,Dean R. Koontz,https://images.amazon.com/images/P/0553580221.01.MZZZZZZZ.jpg,227,2.748898678414097
603,Second Nature,Alice Hoffman,https://images.amazon.com/images/P/0399139087.01.MZZZZZZZ.jpg,1,9.0
604,Coming Home,Rosamunde Pilcher,https://images.amazon.com/images/P/0312958129.01.MZZZZZZZ.jpg,1,7.0
605,Foucault's Pendulum,Umberto Eco,https://images.amazon.com/images/P/0345368754.01.MZZZZZZZ.jpg,167,2.5508982035928143
606,Colony,Anne Rivers Siddons,https://images.amazon.com/images/P/0061099708.01.MZZZZZZZ.jpg,90,2.022222222222222
607,Devices and Desires,Phyllis White,https://images.amazon.com/images/P/0446359750.01.MZZZZZZZ.jpg,85,2.176470588235294
608,The Killing Game: Only One Can Win...and the Loser Dies,Iris Johansen,https://images.amazon.com/images/P/0553581554.01.MZZZZZZZ.jpg,124,2.0080645161290325
609,Nightmares &amp; Dreamscapes,Stephen King,https://images.amazon.com/images/P/0451180232.01.MZZZZZZZ.jpg,145,3.6413793103448278
610,Thinner,Stephen King,https://images.amazon.com/images/P/0451137965.01.MZZZZZZZ.jpg,186,3.39247311827957
611,Temptation,Jude Deveraux,https://images.amazon.com/images/P/0671002031.01.MZZZZZZZ.jpg,1,9.0
612,The Talisman,Stephen King,https://images.amazon.com/images/P/0425105334.01.MZZZZZZZ.jpg,1,7.0
613,"Welcome to the World, Baby Girl!",Fannie Flagg,https://images.amazon.com/images/P/080411868X.01.MZZZZZZZ.jpg,211,2.161137440758294
614,Fatal Cure,Robin Cook,https://images.amazon.com/images/P/0425145638.01.MZZZZZZZ.jpg,111,1.7207207207207207
615,A Fine Balance,Rohinton Mistry,https://images.amazon.com/images/P/140003065X.01.MZZZZZZZ.jpg,169,3.035502958579882
616,Deja Dead,Kathy Reichs,https://images.amazon.com/images/P/0671011367.01.MZZZZZZZ.jpg,180,3.0277777777777777
617,The Ugly Duckling,Iris Johansen,https://images.amazon.com/images/P/0553569910.01.MZZZZZZZ.jpg,1,10.0
618,I Know This Much Is True,Wally Lamb,https://images.amazon.com/images/P/0060391626.01.MZZZZZZZ.jpg,6,3.8333333333333335
619,Fine Things,Danielle Steel,https://images.amazon.com/images/P/0440200563.01.MZZZZZZZ.jpg,96,1.75
620,Anne of the Island,Lucy Maud Montgomery,https://images.amazon.com/images/P/0553213172.01.MZZZZZZZ.jpg,2,8.5
621,Welcome to Temptation,Jennifer Crusie,https://images.amazon.com/images/P/0312974256.01.MZZZZZZZ.jpg,4,7.5
622,Sole Survivor,DEAN KOONTZ,https://images.amazon.com/images/P/0679425268.01.MZZZZZZZ.jpg,166,2.3734939759036147
623,Tears of the Moon,Nora Roberts,https://images.amazon.com/images/P/0515128546.01.MZZZZZZZ.jpg,161,2.981366459627329
624,Beach Music,PAT CONROY,https://images.amazon.com/images/P/0385413041.01.MZZZZZZZ.jpg,2,4.5
625,The Genesis Code,John Case,https://images.amazon.com/images/P/0345422317.01.MZZZZZZZ.jpg,130,2.4
626,Practical Magic,Alice Hoffman,https://images.amazon.com/images/P/0425168468.01.MZZZZZZZ.jpg,139,3.028776978417266
627,Riptide,Catherine Coulter,https://images.amazon.com/images/P/0515130966.01.MZZZZZZZ.jpg,196,2.2551020408163267
628,Gorky Park,Martin Cruz Smith,https://images.amazon.com/images/P/0345298349.01.MZZZZZZZ.jpg,92,1.4565217391304348
629,Fortune's Rocks: A Novel,Anita Shreve,https://images.amazon.com/images/P/0316781010.01.MZZZZZZZ.jpg,123,2.6666666666666665
630,Silent Witness,RICHARD NORTH PATTERSON,https://images.amazon.com/images/P/0345404769.01.MZZZZZZZ.jpg,7,4.714285714285714
631,Midnight Bayou,Nora Roberts,https://images.amazon.com/images/P/0399148248.01.MZZZZZZZ.jpg,183,3.2459016393442623
632,Fingersmith,Sarah Waters,https://images.amazon.com/images/P/1573229725.01.MZZZZZZZ.jpg,106,3.0754716981132075
633,Shadowfires,Dean R. Koontz,https://images.amazon.com/images/P/0425136981.01.MZZZZZZZ.jpg,108,2.175925925925926
634,Remember Me,Mary Higgins Clark,https://images.amazon.com/images/P/0671867091.01.MZZZZZZZ.jpg,2,3.5
635,It's Always Something,Gilda Radner,https://images.amazon.com/images/P/0380710722.01.MZZZZZZZ.jpg,113,1.9734513274336283
